NoseX,NoseY,NoseC,LEyeX,LEyeY,LEyeC,REyeX,REyeY,REyeC,LEarX,LEarY,LEarC,REarX,REarY,REarC,LShoulderX,LShoulderY,LShoulderC,RShoulderX,RShoulderY,RShoulderC,LElbowX,LElbowY,LElbowC,RElbowX,RElbowY,RElbowC,LWristX,LWristY,LWristC,RWristX,RWristY,RWristC,LHipX,LHipY,LHipC,RHipX,RHipY,RHipC,LKneeX,LKneeY,LKneeC,RKneeX,RKneeY,RKneeC,LAnkleX,LAnkleY,LAnkleC,RAnkleX,RAnkleY,RAnkleC,UpperNeckX,UpperNeckY,UpperNeckC,HeadTopX,HeadTopY,HeadTopC,LBigToeX,LBigToeY,LBigToeC,LSmallToeX,LSmallToeY,LSmallToeC,LHeelX,LHeelY,LHeelC,RBigToeX,RBigToeY,RBigToeC,RSmallToeX,RSmallToeY,RSmallToeC,RHeelX,RHeelY,RHeelC,nome_video,frame_video,skill_id
0.374196,0.395987,0.851997,0.374225,0.379742,0.918656,0,0,0,0.387999,0.366092,0.80206,0,0,0,0.407902,0.423267,0.78318,0.412438,0.352412,0.737521,0.389529,0.504982,0.769249,0.386502,0.292413,0.7305,0.360399,0.551278,0.781374,0.361938,0.227053,0.590743,0.446178,0.518625,0.733629,0.449203,0.507743,0.586643,0.458467,0.633017,0.771431,0.459939,0.624834,0.611462,0.470691,0.733887,0.809472,0.470711,0.731083,0.527683,0.406364,0.387812,0.730113,0.371076,0.336044,0.460622,0.459897,0.77477,0.610935,0.467575,0.772098,0.640507,0.475236,0.747405,0.691975,0.459912,0.771955,0.17998,0.459898,0.758407,0.166057,0.478334,0.736616,0.278975,flag1,137,null_skill
0.374157,0.393293,0.870278,0.374221,0.379675,0.926288,0.365066,0.379708,0.0535829,0.38802,0.366054,0.803677,0,0,0,0.407878,0.423269,0.777082,0.410992,0.352407,0.739359,0.389533,0.504971,0.765502,0.384926,0.289748,0.736374,0.360442,0.551257,0.765177,0.355784,0.224389,0.650533,0.446119,0.521385,0.719304,0.446171,0.513121,0.56906,0.455349,0.638517,0.780149,0.455312,0.630353,0.557056,0.461467,0.742037,0.803026,0.46298,0.728373,0.462716,0.406313,0.38783,0.74938,0.369606,0.33604,0.496128,0.44923,0.78567,0.659738,0.458468,0.78019,0.755349,0.469143,0.750177,0.761172,0.456886,0.772045,0.105932,0,0,0,0.470673,0.731219,0.256569,flag1,138,null_skill
0.374214,0.393229,0.84748,0.375748,0.379656,0.891269,0.371136,0.376979,0.0865493,0.394094,0.366045,0.791155,0,0,0,0.407874,0.425953,0.788593,0.413976,0.357886,0.757114,0.389532,0.504988,0.767471,0.386383,0.295274,0.731542,0.361964,0.548522,0.781962,0.358864,0.227025,0.626414,0.437001,0.529538,0.677812,0.435441,0.518648,0.468806,0.446089,0.641267,0.765355,0.443093,0.641143,0.443406,0.446215,0.747512,0.799135,0.446162,0.74474,0.383976,0.40635,0.393267,0.728391,0.372625,0.333371,0.481672,0.432388,0.793843,0.655025,0.444569,0.791094,0.681347,0.45226,0.753014,0.685972,0.433862,0.791052,0.141647,0,0,0,0.453822,0.750239,0.204116,flag1,139,null_skill
0.374229,0.39057,0.845728,0.377233,0.379624,0.883742,0.371132,0.376978,0.0990299,0.395648,0.363362,0.831455,0,0,0,0.409429,0.423324,0.79388,0.412448,0.357872,0.727094,0.391047,0.496863,0.775153,0.386459,0.30067,0.636982,0.361984,0.545907,0.793239,0.35885,0.227114,0.523252,0.435423,0.52955,0.74667,0.427792,0.524068,0.551894,0.437024,0.641327,0.795129,0.436947,0.641154,0.596591,0.438517,0.75016,0.757555,0.443071,0.739362,0.561133,0.406314,0.395969,0.730955,0.372595,0.335959,0.507901,0.424738,0.793746,0.631219,0.435425,0.791075,0.694539,0.446121,0.755722,0.683845,0.430852,0.780226,0.208659,0.430829,0.774715,0.18032,0.44768,0.750224,0.347765,flag1,140,null_skill
0.375686,0.39053,0.83495,0.378775,0.379607,0.873438,0.372623,0.379534,0.104483,0.397108,0.363317,0.854458,0,0,0,0.409427,0.423286,0.789534,0.414006,0.360562,0.713222,0.392574,0.494055,0.797248,0.391015,0.3142,0.51543,0.363491,0.545829,0.779129,0.358843,0.227074,0.375681,0.430844,0.532168,0.713138,0.424715,0.524095,0.537621,0.435373,0.643854,0.823422,0.430833,0.638478,0.414617,0.435365,0.750153,0.864512,0.433926,0.733911,0.259575,0.406325,0.395989,0.721224,0.372643,0.33603,0.540429,0.420136,0.788404,0.600155,0.42932,0.785648,0.626269,0.438479,0.755664,0.756987,0,0,0,0,0,0,0.436963,0.747494,0.139664,flag1,141,null_skill
0.377218,0.387812,0.842483,0.38028,0.379623,0.900725,0,0,0,0.39708,0.360704,0.89176,0,0,0,0.412451,0.420515,0.791757,0.409381,0.398679,0.555554,0.394092,0.491417,0.798547,0.400199,0.477731,0.174695,0.363474,0.545901,0.749789,0.372662,0.53226,0.127934,0.427771,0.534956,0.73655,0.420121,0.532272,0.57775,0.432396,0.646736,0.765222,0.426255,0.641263,0.401342,0.43082,0.750302,0.771915,0.424746,0.747483,0.285369,0.401779,0.401405,0.779704,0.372616,0.338696,0.887047,0.41398,0.796479,0.651586,0.423236,0.793829,0.711056,0.433949,0.758369,0.697914,0.391023,0.769302,0.1356,0.389516,0.761093,0.130699,0.430854,0.752943,0.155379,flag1,142,null_skill
0.381857,0.385188,0.844073,0.384917,0.379579,0.940461,0.375715,0.37965,0.190761,0.400266,0.363342,0.837906,0,0,0,0.410992,0.425923,0.773436,0.410973,0.379617,0.63475,0.391026,0.494093,0.781343,0.395619,0.327904,0.452614,0.363454,0.545814,0.800411,0.374135,0.276139,0.258101,0.423238,0.537705,0.727498,0.415529,0.532284,0.572036,0.423235,0.652117,0.77378,0.421596,0.643953,0.544043,0.421615,0.753053,0.812379,0.418564,0.747464,0.427108,0.407839,0.401426,0.78617,0.377273,0.335951,0.613282,0.406344,0.802046,0.606878,0.413969,0.799321,0.668351,0.42317,0.766606,0.700208,0.397161,0.772049,0.149202,0,0,0,0.421627,0.755658,0.220223,flag1,143,null_skill
0.383368,0.385103,0.870621,0.386364,0.37953,0.918595,0.377228,0.379643,0.316757,0.401743,0.365987,0.793626,0,0,0,0.410893,0.425885,0.809464,0.410909,0.382304,0.641237,0.39254,0.494086,0.776239,0.395619,0.325164,0.544163,0.363465,0.54048,0.80812,0.372667,0.273435,0.351014,0.421705,0.54038,0.676451,0.418581,0.5349,0.478791,0.421716,0.64404,0.760778,0.420126,0.641321,0.425327,0.420067,0.755709,0.746428,0.413981,0.750246,0.278503,0.40635,0.401509,0.803764,0.381796,0.336031,0.593473,0.400223,0.810137,0.624433,0.410922,0.802033,0.690236,0.421636,0.771875,0.692214,0,0,0,0,0,0,0.41857,0.763828,0.149326,flag1,144,null_skill
0.38485,0.385223,0.853084,0.386454,0.379606,0.941869,0.377261,0.379724,0.583956,0.406304,0.363409,0.775417,0,0,0,0.412493,0.425888,0.807645,0.407842,0.38246,0.638716,0.394074,0.494154,0.758702,0.392581,0.322415,0.595855,0.363512,0.540405,0.80183,0.369582,0.267894,0.366824,0.423129,0.537752,0.724834,0.409405,0.5349,0.639772,0.421646,0.649368,0.80446,0.409412,0.643917,0.729565,0.413996,0.75845,0.782045,0.409371,0.742027,0.68389,0.404817,0.404166,0.771794,0.380303,0.336015,0.550481,0.397172,0.799339,0.683546,0.409383,0.799326,0.744816,0.418602,0.772091,0.725206,0.386411,0.763835,0.256602,0.387964,0.752927,0.304558,0.410959,0.752976,0.344835,flag1,145,null_skill
0.38496,0.385153,0.879993,0.387976,0.379559,0.893373,0.381811,0.379638,0.628298,0.407882,0.365987,0.821161,0,0,0,0.417058,0.423355,0.811698,0.404792,0.385124,0.619731,0.397083,0.491277,0.812074,0.392539,0.325163,0.586916,0.364988,0.537671,0.823444,0.37258,0.273346,0.464008,0.421668,0.540446,0.723877,0.406338,0.534965,0.639377,0.421571,0.649382,0.791064,0.409339,0.644014,0.724645,0.411009,0.769242,0.817101,0.409347,0.747465,0.623072,0.406347,0.404189,0.798525,0.383341,0.336008,0.600673,0.392581,0.815539,0.671563,0.404787,0.815519,0.698861,0.417027,0.774845,0.694113,0.386416,0.785621,0.216199,0.387969,0.766579,0.236857,0.410953,0.755653,0.286052,flag1,146,null_skill
0.386466,0.38245,0.921561,0.392539,0.376923,0.849998,0.384937,0.376865,0.568921,0.409408,0.368728,0.887858,0,0,0,0.421593,0.423284,0.874514,0.398693,0.412313,0.678886,0.395606,0.494113,0.771984,0.397156,0.477746,0.100125,0.363457,0.537665,0.778802,0.372648,0.532296,0.0810596,0.421623,0.543166,0.729179,0.400238,0.537698,0.680603,0.420155,0.657584,0.811596,0.40483,0.649441,0.749797,0.410995,0.769329,0.854163,0.407887,0.742074,0.628445,0.407859,0.404301,0.840969,0.386482,0.333262,0.836019,0.39406,0.818315,0.690656,0.40482,0.81827,0.736603,0.414021,0.777438,0.719984,0.384872,0.763861,0.261888,0.386414,0.755648,0.315923,0.410901,0.752937,0.304822,flag1,147,null_skill
0.388024,0.38231,0.864377,0.397068,0.37419,0.844731,0.386424,0.374185,0.700072,0.410945,0.366033,0.886187,0,0,0,0.421626,0.423271,0.882011,0.397211,0.40695,0.757245,0.397138,0.491503,0.786632,0.392552,0.47232,0.191985,0.363498,0.537685,0.779301,0.375713,0.518613,0.140338,0.421617,0.540422,0.750177,0.398749,0.535047,0.721078,0.421563,0.657623,0.826651,0.400246,0.654807,0.808856,0.411016,0.771946,0.85,0.398652,0.7529,0.698016,0.407884,0.404205,0.851324,0.38949,0.333257,0.794783,0.397125,0.815698,0.681513,0.409342,0.815609,0.730575,0.414001,0.777456,0.704578,0.384906,0.793872,0.416155,0.38335,0.780174,0.424832,0.400225,0.763852,0.366428,flag1,148,null_skill
0.387992,0.382268,0.884938,0.395646,0.374152,0.839773,0.386437,0.371466,0.648023,0.410986,0.366054,0.883501,0,0,0,0.421663,0.423365,0.893487,0.395589,0.406874,0.757611,0.39712,0.496839,0.78129,0.386466,0.469684,0.365322,0.36502,0.537735,0.77518,0.374186,0.52678,0.267998,0.420094,0.543111,0.725295,0.3972,0.537717,0.71866,0.421606,0.660335,0.855273,0.398735,0.657574,0.819352,0.415531,0.771986,0.809155,0.398649,0.771927,0.738257,0.407878,0.404231,0.853088,0.394054,0.327881,0.790461,0.400189,0.818253,0.701583,0.410919,0.815536,0.733988,0.418608,0.777484,0.656524,0.386483,0.815548,0.575273,0.384854,0.802044,0.54974,0.400249,0.782961,0.43963,flag1,149,null_skill
0.392538,0.379684,0.859921,0.397183,0.368743,0.874998,0.387949,0.368777,0.748594,0.411022,0.365992,0.876711,0,0,0,0.421612,0.423284,0.896583,0.395572,0.409688,0.697064,0.39715,0.499508,0.817743,0.386409,0.475017,0.096126,0.36348,0.54048,0.761752,0.369583,0.54045,0.0952639,0.418574,0.553985,0.718582,0.395588,0.55123,0.678301,0.421611,0.662889,0.848805,0.39711,0.660251,0.830689,0.420082,0.771991,0.841848,0.397116,0.766555,0.747748,0.407849,0.404246,0.836337,0.397068,0.327882,0.769403,0.401764,0.818248,0.694939,0.413982,0.815502,0.684486,0.420145,0.777442,0.723195,0.389499,0.815589,0.551248,0.384888,0.804752,0.554427,0.398663,0.774826,0.546788,flag1,150,null_skill
0.397195,0.382361,0.928581,0.401785,0.376941,0.848,0.394114,0.37685,0.834927,0.415505,0.376972,0.801494,0.386434,0.374208,0.0815828,0.421657,0.425983,0.885569,0.387956,0.40144,0.751433,0.395644,0.507684,0.800912,0.386384,0.338814,0.368223,0.364996,0.543088,0.752593,0.371112,0.292408,0.243012,0.412498,0.551286,0.734539,0.386492,0.545863,0.724676,0.421635,0.662957,0.895001,0.389493,0.660307,0.809664,0.421723,0.772023,0.854868,0.397099,0.774688,0.770416,0.406317,0.406908,0.793283,0.398748,0.336115,0.781289,0.412491,0.818239,0.78131,0.423199,0.81288,0.805802,0.42318,0.777498,0.641949,0.389521,0.81826,0.684353,0.38492,0.812837,0.723283,0.39868,0.791067,0.682595,flag1,151,null_skill
0.398726,0.385064,0.9083,0.407814,0.379604,0.908178,0.397085,0.379555,0.91524,0.418569,0.379662,0.78151,0.387951,0.379542,0.186852,0.421663,0.428703,0.858923,0.387952,0.404285,0.71715,0.398661,0.510391,0.824171,0.38333,0.485898,0.133429,0.36955,0.543175,0.706388,0.36502,0.53225,0.126965,0.41248,0.554124,0.748373,0.386428,0.554084,0.735741,0.421691,0.663124,0.911725,0.388015,0.665707,0.850747,0.423224,0.774644,0.861688,0.397085,0.780225,0.79799,0.406357,0.409649,0.773304,0.4002,0.338731,0.803952,0.420097,0.815634,0.890448,0.427797,0.812849,0.842665,0.423252,0.780175,0.618771,0.389504,0.815696,0.716902,0.384926,0.812842,0.745998,0.398697,0.796453,0.77921,flag1,152,null_skill
0.400254,0.387891,0.861636,0.409385,0.382334,0.977833,0.397214,0.379641,0.960108,0.421587,0.382354,0.873129,0.392568,0.371526,0.143918,0.423137,0.434129,0.852987,0.387942,0.387799,0.701418,0.40326,0.51055,0.842727,0.38184,0.322462,0.376798,0.372597,0.548572,0.803483,0.360415,0.216184,0.264165,0.412456,0.556675,0.768359,0.386379,0.553942,0.731826,0.421649,0.663092,0.898989,0.386486,0.663088,0.889348,0.423124,0.774643,0.874059,0.397176,0.777434,0.85885,0.407849,0.417732,0.766394,0.407849,0.338741,0.821606,0.418563,0.815642,0.849777,0.426232,0.812833,0.812109,0.423138,0.780187,0.647212,0.389508,0.818216,0.758532,0.384946,0.812831,0.791303,0.400273,0.793769,0.736318,flag1,153,null_skill
0.403305,0.393277,0.830399,0.409476,0.382416,0.991745,0.398687,0.379752,0.959674,0.42166,0.382334,0.93729,0.395609,0.37687,0.182809,0.423219,0.436842,0.858125,0.386499,0.382509,0.761627,0.407888,0.515894,0.834749,0.374143,0.319773,0.679479,0.372616,0.554098,0.864876,0.358868,0.248922,0.486658,0.412478,0.554021,0.74633,0.386388,0.545867,0.708609,0.421602,0.665744,0.878682,0.386444,0.663128,0.898766,0.421618,0.774724,0.862554,0.39722,0.774725,0.886949,0.407866,0.41778,0.760484,0.409345,0.341511,0.828119,0.417039,0.815644,0.841119,0.424733,0.812807,0.825348,0.421583,0.782886,0.654693,0.394108,0.818233,0.752913,0.386442,0.812845,0.782271,0.401767,0.791008,0.658817,flag1,154,null_skill
0.409342,0.398705,0.891071,0.412465,0.385133,0.911651,0.401775,0.382468,0.879647,0.423156,0.382521,0.918182,0.39718,0.379644,0.473889,0.426248,0.439615,0.813928,0.386468,0.387901,0.805075,0.41101,0.51859,0.860932,0.362004,0.325209,0.69115,0.381853,0.564988,0.81283,0.358883,0.276134,0.520635,0.41097,0.556674,0.78134,0.383355,0.551249,0.733067,0.418583,0.665883,0.849144,0.386431,0.665776,0.888792,0.420101,0.774845,0.830223,0.398654,0.772045,0.90165,0.409398,0.423105,0.814518,0.410907,0.349707,0.836038,0.420093,0.812807,0.872303,0.424784,0.802045,0.871524,0.415549,0.791058,0.704677,0.397147,0.812889,0.806983,0.387995,0.804744,0.785274,0.403284,0.782933,0.659923,flag1,155,null_skill
0.40938,0.398725,0.912674,0.412509,0.385139,0.893741,0.403276,0.382465,0.874619,0.423176,0.382462,0.908005,0.397186,0.379579,0.585174,0.426244,0.439572,0.807697,0.386397,0.390595,0.788745,0.418602,0.515872,0.840424,0.360347,0.314341,0.823951,0.386433,0.57568,0.908205,0.358857,0.210735,0.616153,0.410963,0.556795,0.792435,0.383333,0.554068,0.761809,0.4186,0.668547,0.847351,0.386514,0.668467,0.847802,0.420111,0.777421,0.827844,0.398721,0.774732,0.906596,0.409399,0.4231,0.802888,0.410956,0.346931,0.805177,0.420071,0.812781,0.883984,0.424757,0.802051,0.905207,0.417049,0.79109,0.726825,0.397129,0.812873,0.81176,0.388021,0.804759,0.782225,0.406333,0.791011,0.722695,flag1,156,null_skill
0.409427,0.396029,0.902318,0.414018,0.382505,0.903445,0.404813,0.382359,0.878996,0.423188,0.382521,0.90362,0.397178,0.379651,0.785024,0.427806,0.442349,0.830154,0.384927,0.398721,0.818465,0.421656,0.51592,0.888447,0.360331,0.317067,0.764984,0.397107,0.573144,0.877959,0.360436,0.216146,0.624695,0.412452,0.559553,0.762752,0.383376,0.556754,0.767,0.420137,0.671177,0.862537,0.387976,0.668579,0.836011,0.420141,0.777554,0.814837,0.400195,0.774654,0.90018,0.409391,0.423142,0.808369,0.411004,0.344275,0.8174,0.420066,0.810203,0.878483,0.424738,0.804668,0.907459,0.418558,0.793698,0.723005,0.397103,0.812836,0.826083,0.388017,0.80198,0.799422,0.407827,0.785633,0.696213,flag1,157,null_skill
0.409475,0.393231,0.901814,0.415522,0.382406,0.916623,0.406364,0.379772,0.911091,0.423179,0.382537,0.887201,0.397187,0.3797,0.873376,0.427798,0.444917,0.84205,0.384909,0.404164,0.848517,0.424736,0.513219,0.896564,0.36201,0.33604,0.74509,0.407854,0.573054,0.852942,0.364982,0.270583,0.53343,0.414032,0.573087,0.733763,0.384942,0.567671,0.779358,0.421582,0.673879,0.851868,0.38951,0.671249,0.809642,0.421562,0.777453,0.830995,0.400236,0.774696,0.883316,0.409352,0.420518,0.824449,0.412494,0.346941,0.854619,0.420071,0.812782,0.879215,0.424741,0.804668,0.909537,0.418597,0.791023,0.711775,0.397094,0.815474,0.811181,0.388018,0.804716,0.77918,0.407863,0.785659,0.712065,flag1,158,null_skill
0.409439,0.382527,0.95928,0.413975,0.379598,0.92238,0.404792,0.37699,0.887652,0.423122,0.379762,0.766864,0.395649,0.376968,0.765546,0.426233,0.436848,0.800519,0.383385,0.409657,0.805503,0.435503,0.504945,0.87189,0.363477,0.341598,0.768055,0.423255,0.554098,0.954099,0.377223,0.281532,0.731277,0.415561,0.575795,0.758968,0.386406,0.575804,0.820846,0.421587,0.671224,0.85715,0.392558,0.676682,0.807756,0.421584,0.774759,0.864912,0.400229,0.774754,0.885543,0.407869,0.412354,0.797137,0.41097,0.338882,0.874721,0.4216,0.810095,0.919146,0.427762,0.799321,0.917017,0.420076,0.785595,0.69897,0.397108,0.81549,0.737596,0.389493,0.807421,0.721981,0.407852,0.788342,0.740095,flag1,159,null_skill
0.40944,0.382528,0.958764,0.413975,0.379597,0.921199,0.404793,0.37699,0.887303,0.423119,0.379757,0.757988,0.395646,0.376964,0.762551,0.426277,0.43419,0.796718,0.383376,0.409667,0.803358,0.435495,0.504976,0.880342,0.363466,0.341592,0.780515,0.423252,0.554114,0.955244,0.377232,0.278897,0.735459,0.415556,0.57578,0.758574,0.3864,0.575787,0.819554,0.421585,0.671178,0.860632,0.392552,0.67666,0.805889,0.421589,0.774775,0.860988,0.400227,0.774754,0.885469,0.407874,0.41236,0.796993,0.410965,0.338881,0.87214,0.421593,0.810094,0.916502,0.427756,0.799328,0.915718,0.420084,0.785629,0.695946,0.395646,0.81552,0.73303,0.389476,0.807426,0.718928,0.407852,0.788351,0.742401,flag1,160,null_skill
0.409443,0.382518,0.963542,0.413982,0.379588,0.91898,0.404795,0.376977,0.886891,0.42313,0.379747,0.761695,0.395646,0.376949,0.751565,0.426276,0.43687,0.795607,0.383393,0.409654,0.802965,0.435494,0.50493,0.87226,0.363476,0.341553,0.746789,0.423255,0.554091,0.952636,0.37575,0.276161,0.665268,0.415555,0.575788,0.75821,0.386404,0.575788,0.818149,0.421583,0.671208,0.856751,0.392536,0.676643,0.806954,0.421585,0.77475,0.864713,0.400222,0.774706,0.886588,0.40788,0.412366,0.797987,0.410971,0.338858,0.876556,0.421594,0.810104,0.916358,0.427761,0.79932,0.913405,0.420081,0.782951,0.696788,0.39711,0.8155,0.731961,0.389493,0.807411,0.716469,0.407844,0.785666,0.721254,flag1,161,null_skill
0.409443,0.382498,0.968031,0.413982,0.379564,0.915896,0.404786,0.376952,0.881866,0.423134,0.37973,0.76896,0.395632,0.376928,0.744852,0.426257,0.436893,0.795425,0.384836,0.40964,0.805201,0.435482,0.502314,0.872044,0.363487,0.341568,0.669845,0.423254,0.554103,0.951989,0.374153,0.273377,0.48572,0.417042,0.575811,0.758786,0.386414,0.575794,0.818881,0.421581,0.671234,0.851567,0.391048,0.676635,0.805037,0.421581,0.774728,0.865836,0.400218,0.774672,0.885567,0.407889,0.412356,0.800362,0.410963,0.338825,0.88577,0.421584,0.810115,0.913157,0.426288,0.799321,0.910133,0.420079,0.782898,0.695305,0.39712,0.815493,0.723488,0.389504,0.807397,0.70944,0.407834,0.785601,0.705547,flag1,162,null_skill
0.600842,0.227033,0.883009,0,0,0,0.593192,0.208081,0.931321,0,0,0,0.567152,0.224277,0.869061,0.545725,0.314257,0.551392,0.53654,0.317002,0.743683,0.551822,0.447858,0.750781,0.527341,0.464039,0.796248,0.603889,0.513257,0.795637,0.568673,0.57851,0.856666,0.521212,0.537662,0.3995,0.522736,0.54316,0.551292,0.510452,0.752858,0.621931,0.556452,0.766559,0.763994,0.432399,0.878275,0.65487,0.533457,0.970845,0.711717,0.553351,0.28704,0.738305,0.584,0.161547,0.769771,0.446187,0.943667,0.281783,0.433961,0.864673,0.0508639,0.420131,0.883697,0.575295,0.570182,0.973698,0.200459,0.559486,0.995474,0.305479,0.530402,0.995465,0.483924,prova1,0,null_skill
0.60391,0.227036,0.901296,0,0,0,0.594724,0.208064,0.917613,0,0,0,0.568731,0.224391,0.892241,0.554908,0.316925,0.597271,0.538057,0.316959,0.761474,0.556396,0.447899,0.798483,0.533478,0.46416,0.849691,0.606941,0.518598,0.808199,0.571752,0.578666,0.814909,0.534988,0.548618,0.428914,0.521214,0.551294,0.583069,0.522734,0.763871,0.580792,0.551821,0.774808,0.711385,0.444617,0.859314,0.66694,0.522746,0.970907,0.631318,0.556385,0.28978,0.790761,0.584012,0.158886,0.753021,0.45839,0.921897,0.19323,0.455355,0.921823,0.147931,0.432357,0.86201,0.535216,0.557949,0.973682,0.165039,0.548763,0.995477,0.263434,0.519617,0.995459,0.425461,prova1,1,null_skill
0.60539,0.227163,0.940729,0,0,0,0.594782,0.208151,0.892435,0,0,0,0.570244,0.227098,0.911826,0.554906,0.317086,0.585862,0.54265,0.319745,0.7746,0.556456,0.458666,0.72588,0.54258,0.469549,0.872773,0.605468,0.529428,0.768082,0.580935,0.58401,0.828851,0.533428,0.551292,0.462964,0.521159,0.554051,0.589972,0.51965,0.763874,0.410429,0.54569,0.771969,0.632625,0.455311,0.850988,0.553536,0.516567,0.968154,0.534997,0.557902,0.292419,0.802811,0.584028,0.161668,0.772456,0.466078,0.92467,0.351554,0.466077,0.921837,0.313526,0.440032,0.850991,0.520463,0.545705,0.97375,0.160213,0.536524,0.995481,0.239548,0.507381,0.976442,0.378515,prova1,2,null_skill
0.605389,0.229815,0.911634,0,0,0,0.596203,0.213498,0.847204,0,0,0,0.571711,0.229897,0.890012,0.554892,0.32517,0.576485,0.544096,0.327879,0.737274,0.556435,0.46953,0.771297,0.545748,0.480492,0.809962,0.59465,0.53216,0.826227,0.585546,0.597617,0.788584,0.531925,0.556684,0.56205,0.519663,0.556852,0.630713,0.545677,0.752958,0.570044,0.544095,0.788308,0.713158,0.473701,0.84294,0.734972,0.504339,0.97638,0.608803,0.557932,0.29521,0.767768,0.584039,0.16441,0.763436,0.489053,0.908212,0.591979,0.490553,0.902818,0.560467,0.459978,0.845641,0.765002,0.51813,0.995454,0.116194,0,0,0,0.498214,0.995479,0.472028,prova1,3,null_skill
0.305282,0.27889,0.826187,0.309864,0.270716,0.858626,0.299136,0.270727,0.961373,0,0,0,0.280782,0.276068,0.868881,0.323574,0.341504,0.795398,0.262349,0.341488,0.825656,0.335938,0.431401,0.816715,0.250138,0.42329,0.892871,0.319025,0.420434,0.756368,0.285346,0.379565,0.803677,0.312876,0.513143,0.804036,0.274584,0.513101,0.788773,0.309883,0.641236,0.822697,0.262397,0.641165,0.877093,0.299145,0.752981,0.767478,0.250068,0.769262,0.811958,0.291474,0.319801,0.850707,0.29763,0.229695,0.844414,0.309878,0.777501,0.469777,0.312911,0.774678,0.526705,0.289994,0.766549,0.552485,0.250118,0.799298,0.647339,0.23938,0.796462,0.646512,0.250113,0.774739,0.644205,prova1,4,null_skill
0.606936,0.259799,0.913524,0,0,0,0.597793,0.24885,0.893382,0,0,0,0.576321,0.267856,0.839571,0.60548,0.336167,0.739238,0.547273,0.357816,0.699097,0.629945,0.398765,0.820552,0.559534,0.515992,0.822178,0.616122,0.336098,0.817424,0.603836,0.630335,0.769808,0.610029,0.488641,0.728044,0.512043,0.575906,0.603754,0.605443,0.597597,0.729781,0.538033,0.812878,0.613987,0.533484,0.829199,0.553905,0.482874,0.995451,0.653336,0.557931,0.327893,0.697459,0.587047,0.202521,0.797255,0.551811,0.880996,0.24009,0.550281,0.878248,0.245869,0.522709,0.837433,0.239442,0.481369,0.995507,0.164451,0.473724,0.995519,0.225023,0.481333,0.995495,0.457239,prova1,5,null_skill
0.606904,0.284246,0.886057,0,0,0,0.597776,0.270665,0.884557,0,0,0,0.576317,0.289667,0.822587,0.591618,0.360635,0.424026,0.545668,0.376912,0.74459,0.616141,0.401472,0.428902,0.570192,0.535003,0.845603,0.599282,0.338938,0.424485,0.614581,0.660269,0.775738,0.530399,0.594842,0.452411,0.510482,0.600369,0.564602,0.597794,0.698455,0.676973,0.533502,0.831958,0.656397,0.568701,0.875527,0.698078,0.470638,0.995441,0.584559,0.565591,0.344294,0.686687,0.588559,0.224355,0.755091,0.606927,0.902828,0.646209,0.605374,0.891923,0.581784,0.557995,0.891935,0.519863,0,0,0,0,0,0,0.46758,0.995474,0.420963,prova1,6,null_skill
0.606942,0.298023,0.901078,0,0,0,0.599298,0.292362,0.858359,0,0,0,0.577868,0.306119,0.827358,0.553363,0.382416,0.391588,0.55032,0.385165,0.696208,0.557992,0.559471,0.336532,0.577879,0.545846,0.78137,0.571724,0.619446,0.254433,0.619272,0.671198,0.796918,0.505875,0.616674,0.401938,0.510508,0.616736,0.572649,0.524235,0.845542,0.675092,0.605393,0.703913,0.843542,0.458426,0.976379,0.395536,0.605355,0.883729,0.771943,0.564081,0.363269,0.716274,0.591603,0.246083,0.748913,0.456866,0.995508,0.0650138,0.453804,0.995516,0.0959342,0.450745,0.995466,0.237419,0.645245,0.880892,0.6395,0.640598,0.889175,0.640509,0.597745,0.905468,0.673293,prova1,7,null_skill
0.608524,0.314174,0.89179,0,0,0,0.603851,0.297885,0.878966,0,0,0,0.580899,0.316963,0.941838,0.553359,0.385137,0.399332,0.559486,0.387887,0.732845,0.574775,0.556779,0.133631,0.580939,0.545838,0.824402,0.559508,0.608565,0.0747789,0.619222,0.668512,0.806233,0.50435,0.624867,0.379222,0.516589,0.624846,0.53225,0.515048,0.859205,0.740849,0.605426,0.70932,0.908579,0.446112,0.995469,0.537253,0.631437,0.883701,0.822771,0.565594,0.379522,0.736045,0.591641,0.254298,0.769173,0.443089,0.995534,0.0572903,0,0,0,0.438475,0.995485,0.290767,0.668235,0.861934,0.699949,0.665107,0.878183,0.70069,0.629937,0.905522,0.780885,prova1,8,null_skill
0.616099,0.306133,0.839982,0,0,0,0.606899,0.295162,0.925319,0,0,0,0.582537,0.316905,0.90269,0.557965,0.379592,0.537677,0.570233,0.390588,0.750185,0.58094,0.532271,0.0976551,0.580975,0.529547,0.842522,0,0,0,0.608545,0.654829,0.756204,0.521209,0.619479,0.366543,0.519687,0.622182,0.575199,0.501283,0.853725,0.51905,0.605364,0.728475,0.678714,0.432331,0.995451,0.425142,0.651383,0.883846,0.689181,0.576322,0.374146,0.732574,0.59317,0.248942,0.831326,0.424712,0.995487,0.0570298,0.421652,0.995504,0.0923505,0.424709,0.995475,0.271271,0.688107,0.859115,0.478034,0.680458,0.875544,0.464039,0.65138,0.905648,0.67416,prova1,9,null_skill
